Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
D4_95cb9717	p	{cps=30}Goodbye, amico!{/cps}	game/script.rpy	262	p "[what]"
D4_b5f273a0	p	{cps=30}Have fun, and make the most of Carnevale before Lent rears it’s ugly head.{/cps}	game/script.rpy	263	p "[what]"
C2first_2a310148		{cps=30}You approach the caravan stall…{/cps}	game/script.rpy	276	"[what]"
C2first_4e20891b		{cps=30}It seems nobody is here.{/cps}	game/script.rpy	277	"[what]"
C2first_eaa95144		{cps=30}There is a small bell on the counter, which is silhouetted by a visually impenetrable red curtain.{/cps}	game/script.rpy	278	"[what]"
C2first_035ccab8		{cps=30}You tentatively approach the bell and ring it.{/cps}	game/script.rpy	279	"[what]"
C2first_7b0b8689		{cps=30}As the sound echos out, you hear a rustling behind the curtain…{/cps}	game/script.rpy	280	"[what]"
C2first_d2e8bea2		{cps=30}A strange man in a porcelain mask and purple robes leans outward from the red curtain.{/cps}	game/script.rpy	281	"[what]"
C2first_0aa58983		{cps=30}He speaks in a calm and tired yet rushed and irritated tone.{/cps}	game/script.rpy	282	"[what]"
C2first_e64fb9b5	pa	{cps=30}Yo, what do ya want?{/cps}	game/script.rpy	285	pa "[what]"
C2_5164659d	p	{cps=30}Yo, what do ya want?{/cps}	game/script.rpy	290	p "[what]"
E1_bf164c88	pa	{cps=30}My name is {color=#AB2BE4}Pale{/color}, I am a merchant.{/cps}	game/script.rpy	308	pa "[what]"
E1_a1f0c389		{cps=30}The agressively vague description bugs you.{/cps}	game/script.rpy	309	"[what]"
E1_17822ce9		{cps=30}You decide to ask him to tell you more.{/cps}	game/script.rpy	310	"[what]"
E1_7c5f0d63	pa	{cps=30}Not much more to tell, pal.{/cps}	game/script.rpy	311	pa "[what]"
E1_aa6060ca	pa	{cps=30}My name is Pale, and I am a merchant.{/cps}	game/script.rpy	312	pa "[what]"
E1_613bd0c0	pa	{cps=30}Besides, this is not about me…{/cps}	game/script.rpy	313	pa "[what]"
E1_e6fc185a	pa	{cps=30}This is about you.{/cps}	game/script.rpy	314	pa "[what]"
E1_921d2bf1	pa	{cps=30}And what you want to buy from me.{/cps}	game/script.rpy	315	pa "[what]"
E1_7b4f437b	pa	{cps=30}‘Hint, Hint’.{/cps}	game/script.rpy	316	pa "[what]"
E2_0ea2f069	pa	{cps=30}The locals? Sure.{/cps}	game/script.rpy	320	pa "[what]"
E2_6c200443	pa	{cps=30}There are four locals you should care about:{/cps}	game/script.rpy	321	pa "[what]"
E2_63b8d63c	pa	{cps=30}Path, Poem, Puck, and Pray.{/cps}	game/script.rpy	322	pa "[what]"
E2_c9441a0b	pa	{cps=30}There, told you about the locals.{/cps}	game/script.rpy	323	pa "[what]"
E2_a87dfd75	pa	{cps=30}Anything else?{/cps}	game/script.rpy	324	pa "[what]"
E3_7cd0f691		{cps=30}The strange man looks at you (or at least you presume he does) for a few seconds before responding.{/cps}	game/script.rpy	328	"[what]"
E3_25df4c99	pa	{cps=30}Sure! If you wanna do some work for me, I'll give you money.{/cps}	game/script.rpy	329	pa "[what]"
Fmenu_2b4fcec6		{cps=30}You can't do that again.{/cps}	game/script.rpy	338	"[what]"
F1_9afed15c	pa	{cps=30}Cool! Hold this sign and yell at people so they buy stuff from me.{/cps}	game/script.rpy	344	pa "[what]"
F1_d252a92f		{cps=30}The strange man reaches behind the counter, hands you a small sign that just reads: ‘Pale’s Store, We Sell Things. No Refunds’.{/cps}	game/script.rpy	345	"[what]"
F1_a3fcf576		{cps=30}You then do just that, waving the sign around and yelling at people…{/cps}	game/script.rpy	346	"[what]"
F1_b07fe536	pa	{cps=30}Good job, I almost got a customer.{/cps}	game/script.rpy	349	pa "[what]"
F1_c4567a3f	pa	{cps=30}Here, have 165 money. You’ve kinda earned it.{/cps}	game/script.rpy	350	pa "[what]"
F1_db8e0808		{cps=30}Pale then hands you the aforementioned 165 money for three hours of work.{/cps}	game/script.rpy	351	"[what]"
F1_53151829		{cps=30}Certainly not the worst job in the world.{/cps}	game/script.rpy	352	"[what]"
F2_8e9e8878	pa	{cps=30}Oh, cool.{/cps}	game/script.rpy	358	pa "[what]"
F2_f15b67fa	pa	{cps=30}Not gonna do that though, sorry.{/cps}	game/script.rpy	359	pa "[what]"
F2_0a4763fa	pa	{cps=30}Offer stands if you wanna accept it later.{/cps}	game/script.rpy	360	pa "[what]"
E4_17f77bac	pa	{cps=30}Enjoy the carnival, ciao.{/cps}	game/script.rpy	364	pa "[what]"
C3first_1b3bd836		{cps=30}You walk into the canals.{/cps}	game/script.rpy	376	"[what]"
C3first_e5e3c1ad		{cps=30}As you walk around a corner, you hear a kind of melodic humming.{/cps}	game/script.rpy	377	"[what]"
C3first_ace9cb9b		{cps=30}It is strangely melodic, and you feel a sense of longing sadness with an undercurrent of joy.{/cps}	game/script.rpy	378	"[what]"
C3first_8c67772a		{cps=30}You round the corner, and…{/cps}	game/script.rpy	379	"[what]"
C3first_d69bd01a	pat	{cps=30}{size=+10}Oh!{/size}{/cps}	game/script.rpy	383	pat "[what]"
C3first_8ea0a51e		{cps=30}You see a nervous gondalier, whose daydreams have been interrupted by your presence.{/cps}	game/script.rpy	384	"[what]"
C3first_7fdd3fb8		{cps=30}He seems kind, with a deep shyness in his demeanor.{/cps}	game/script.rpy	385	"[what]"
C3first_4da7c5c7	pat	{cps=30}Uh… bonjourno!{/cps}	game/script.rpy	386	pat "[what]"
C3first_567f58c6	pat	{cps=30}My name is {color=#DAC432}Path{/color}, I'm a gondolier.{/cps}	game/script.rpy	387	pat "[what]"
C3first_b477dabf	pat	{cps=30}How can I help you, signore/signora?{/cps}	game/script.rpy	389	pat "[what]"
C3_b477dabf	pat	{cps=30}How can I help you, signore/signora?{/cps}	game/script.rpy	393	pat "[what]"
G1_c686fc70		{cps=30}The man shifts around uncomfortably.{/cps}	game/script.rpy	413	"[what]"
G1_1dabb859	pat	{cps=30}Well, I’m twenty two, for starters.{/cps}	game/script.rpy	414	pat "[what]"
G1_9671604b	pat	{cps=30}Haha…{/cps}	game/script.rpy	415	pat "[what]"
G1_c733c130	pat	{cps=30}Um, I got this job from my father.{/cps}	game/script.rpy	416	pat "[what]"
G1_9092b0e6	pat	{cps=30}He and my mother are… {size=-5}gone{/size}.{/cps}	game/script.rpy	417	pat "[what]"
G1_ad8f98af	pat	{cps=30}But you know, doing this reminds me of times I spent as a kid!{/cps}	game/script.rpy	418	pat "[what]"
G1_c89e99d9	pat	{cps=30}My mother and father on the gondola with me, slowly moving through the canals… {/cps}	game/script.rpy	419	pat "[what]"
G1_1aa5f7a8		{cps=30}Path looks out at the water for a moment, both floral and sewage-scented, before meeting your gaze once more.{/cps}	game/script.rpy	420	"[what]"
G1_7a786a12	pat	{cps=30}It’s a magical memory.{/cps}	game/script.rpy	421	pat "[what]"
G1_48858aba	pat	{cps=30}I’m so lucky… to be here.{/cps}	game/script.rpy	422	pat "[what]"
G1_0bfc6d38	pat	{cps=30}To be alive.{/cps}	game/script.rpy	423	pat "[what]"
G2_7c7c0cb3	pat	{cps=30}The locals?{/cps}	game/script.rpy	427	pat "[what]"
G2_f8caeb89	pat	{cps=30}Theres a lot of wonderful people around here!{/cps}	game/script.rpy	428	pat "[what]"
G2_fd8f207e	pat	{cps=30}Especially po-{/cps}	game/script.rpy	429	pat "[what]"
G2_27704aaf		{cps=30}He ‘catches’ himself and starts blushing.{/cps}	game/script.rpy	430	"[what]"
G2_37fbd876	pat	{cps=30}E-especially Poem.{/cps}	game/script.rpy	431	pat "[what]"
G2_cc01b6b2	pat	{cps=30}She is the daughter of the Patriarch of Venice, and the fairest lady in the city.{/cps}	game/script.rpy	432	pat "[what]"
G2_7e72ca2a	pat	{cps=30}I’ve been trying to write her a letter ever since that night she took my gondola, but I haven't quite found the words…{/cps}	game/script.rpy	433	pat "[what]"
G2_3d114d51	pat	{cps=30}I’m close though! That Pale guy sold me a nice pen, and ever since i’ve been writing the letter much more easily.{/cps}	game/script.rpy	434	pat "[what]"
G3_14d9bc88	pat	{cps=30}Sure! Its a flat rate of 65 money right now, while the carnival is in town.{/cps}	game/script.rpy	438	pat "[what]"
G3_973616a4	pat	{cps=30}Do you wanna go?{/cps}	game/script.rpy	439	pat "[what]"
Hmenu_bd05b109		{cps=30}You don't have enough money.{/cps}	game/script.rpy	449	"[what]"
H1_27968ae1		{cps=30}You hand Path 65 money.{/cps}	game/script.rpy	455	"[what]"
H1_ff802f00	pat	{cps=30}Thanks, let's get going!{/cps}	game/script.rpy	456	pat "[what]"
H1_8deda953		{cps=30}You hop onto the gondola and give him your destination: a church that you have wanted to see as part of your vacation.{/cps}	game/script.rpy	457	"[what]"
H1_1f81b8d7		{cps=30}He starts taking you both through the canals…{/cps}	game/script.rpy	458	"[what]"
H2_7a1c3aee	pat	{cps=30}Okay! Maybe another time.{/cps}	game/script.rpy	462	pat "[what]"
G4_5dac0339	pat	{cps=30}Okay, talk to you later!{/cps}	game/script.rpy	466	pat "[what]"
C4_26edd9ee		{cps=30}You start begging for money…{/cps}	game/script.rpy	470	"[what]"
C4_e5b0d759		You got [beggingresult] money.	game/script.rpy	475	"[what]"
C4_b77c400e		You currently have [money] money.	game/script.rpy	476	"[what]"
C4_e5b0d759_1		You got [beggingresult] money.	game/script.rpy	485	"[what]"
C4_b77c400e_1		You currently have [money] money.	game/script.rpy	486	"[what]"
C4_e5b0d759_2		You got [beggingresult] money.	game/script.rpy	495	"[what]"
C4_b77c400e_2		You currently have [money] money.	game/script.rpy	496	"[what]"
C4_e5b0d759_3		You got [beggingresult] money.	game/script.rpy	504	"[what]"
C4_b77c400e_3		You currently have [money] money.	game/script.rpy	505	"[what]"
Act2_169de397		{cps=30}You pull into a small dock outside the church and Path ties the gondolier to a long wooden pole.{/cps}	game/script.rpy	516	"[what]"
Act2_38b9f837		{cps=30}He seems uncomfortable around here, afraid of something…{/cps}	game/script.rpy	517	"[what]"
Act2_00b4359d		{cps=30}Or someone.{/cps}	game/script.rpy	518	"[what]"
Act2_1a90278c		{cps=30}He looks at you for a second, and an idea flashes through his eyes.{/cps}	game/script.rpy	519	"[what]"
Act2_5c727ed5	pat	{cps=30}Hey, friend, could you do me a tiny favor?{/cps}	game/script.rpy	520	pat "[what]"
Act2_f1b83013		{cps=30}Normally, you would consider whether or not to accept, but his sincerity wins you over and you blurt out a “sure, what is it?”{/cps}	game/script.rpy	521	"[what]"
Act2_ee855969	pat	{cps=30}Can you deliver this letter to Poem?{/cps}	game/script.rpy	522	pat "[what]"
Act2_75b43f2a	pat	{cps=30}If you are going to the church anyway I mean, she usually stays around there with her dad.{/cps}	game/script.rpy	523	pat "[what]"
Act2_47645677	pat	{cps=30}If you could just deliver this letter to her without letting her dad know, I’d be so grateful!{/cps}	game/script.rpy	524	pat "[what]"
Act2_faa83256	pat	{cps=30}I’ll stop holding you up now, enjoy the church!{/cps}	game/script.rpy	525	pat "[what]"
Act2_ac4711fb		{cps=30}This part of this city is much less crowded than the plaza, but there are still pedestrians walking from to and fro.{/cps}	game/script.rpy	527	"[what]"
Act2_21e566d6		{cps=30}You see the entrance to the church, a small park next to it with many benches, and the path to the canals where you came from.{/cps}	game/script.rpy	528	"[what]"
Act2_ed2d0a32		{cps=30}Where do you go?{/cps}	game/script.rpy	529	"[what]"
Imenu_8b8cea6d		{cps=30}You walk into the church…{/cps}	game/script.rpy	535	"[what]"
Imenu_13eec9f0		{cps=30}You walk over to the benches.{/cps}	game/script.rpy	544	"[what]"
I1first_38b395a8		{cps=30}An ornate, astounding church meets you. {/cps}	game/script.rpy	551	"[what]"
I1first_84ec4951		{cps=30}You assume that most that usually worship here are out on the town, celebrating.{/cps}	game/script.rpy	552	"[what]"
I1first_bc5ebc8f		{cps=30}But that doesn’t mean the church is empty, you see a group of people wearing crosses talking in a corner.{/cps}	game/script.rpy	553	"[what]"
I1first_f9bb04c5		{cps=30}At your look at them, one of the men whip their head around towards you.{/cps}	game/script.rpy	554	"[what]"
I1first_8e0dc9d4		{cps=30}He is wearing a red mask with no other affects of holiday celebration.{/cps}	game/script.rpy	555	"[what]"
I1first_31f559ff		{cps=30}He walks up to you, with mild confusion.{/cps}	game/script.rpy	556	"[what]"
I1first_82f503e1	pr	{cps=30}Hello, my child.{/cps}	game/script.rpy	560	pr "[what]"
I1first_eacbdf5e	pr	{cps=30}I am {color=#962121}Pray{/color}, are you lost?{/cps}	game/script.rpy	561	pr "[what]"
I1first_ef8e2a58	pr	{cps=30}The church is not open right now, why are you here?{/cps}	game/script.rpy	562	pr "[what]"
I1first_55f0790a	pr	{cps=30}Do you need anything?{/cps}	game/script.rpy	563	pr "[what]"
I1_55f0790a	pr	{cps=30}Do you need anything?{/cps}	game/script.rpy	567	pr "[what]"
J1_2ff2ced8		{cps=30}You see a expression of pride start to form on his mouth.{/cps}	game/script.rpy	587	"[what]"
J1_182ba26d	pr	{cps=30}I am the current patriarch of venice, leader of the churches here and one of the four patriarchs of the latin catholic chuch. {/cps}	game/script.rpy	588	pr "[what]"
J1_6768ca87	pr	{cps=30}I am not in my full ceremonial robes right now, but I am tasked with a very high station.{/cps}	game/script.rpy	589	pr "[what]"
J1_999b93ed	pr	{cps=30}Without forces like ours, venice would devolve morally.{/cps}	game/script.rpy	590	pr "[what]"
J1_bf32cdc8	pr	{cps=30}That is why our jobs as representatives and administrators of the church matter so much…{/cps}	game/script.rpy	591	pr "[what]"
J1_b153bb67	pr	{cps=30}We are the front line against…{/cps}	game/script.rpy	592	pr "[what]"
J1_d476fb0c		{cps=30}As Pray continues talking, you start to zone out.{/cps}	game/script.rpy	593	"[what]"
J1_1bdfdadc		{cps=30}You think that you remember reading something about this somewhere…{/cps}	game/script.rpy	594	"[what]"
J1_d8d7ac16		{cps=30}You think that you remember something about an upcoming vote among the papacy, meaning that its possible Pray will lose his station soon.{/cps}	game/script.rpy	595	"[what]"
J1_11ac10e9		{cps=30}You mention that to him, asking for more info.{/cps}	game/script.rpy	596	"[what]"
J1_e958fb9a		{cps=30}He immediately stops talking.{/cps}	game/script.rpy	597	"[what]"
J1_4cc0ba6b	pr	{cps=30}Well… yes.{/cps}	game/script.rpy	598	pr "[what]"
J1_2ed57863	pr	{cps=30}I have needed to… bend certain rules so that I could protect my daughter.{/cps}	game/script.rpy	599	pr "[what]"
J1_3d1adc61	pr	{cps=30}My collegues in the papacy believe that I have placed personal values over the goals of the church…{/cps}	game/script.rpy	600	pr "[what]"
J1_c69d79c4	pr	{cps=30}But I argue that expelling any filth from this city directly is aligned with our lord’s will.{/cps}	game/script.rpy	601	pr "[what]"
J2_2bb16162	pr	{cps=30}The locals? {/cps}	game/script.rpy	605	pr "[what]"
J2_d216af51	pr	{cps=30}I suppose they are out currently, gallivanting throughout the streets in costume.{/cps}	game/script.rpy	606	pr "[what]"
J2_66b6f5a6	pr	{cps=30}Personally, I dislike this holiday.{/cps}	game/script.rpy	607	pr "[what]"
J2_59d6a628	pr	{cps=30}I find it to be the wrong way to look at lent, seeing it as a sacrifice that must be endured rather than a choice to limit oneself.{/cps}	game/script.rpy	608	pr "[what]"
J2_3581342c	pr	{cps=30}Then again, human nature cannot truly be argued with I suppose.{/cps}	game/script.rpy	609	pr "[what]"
J2_edc26f0e	pr	{cps=30}{i}È così.{/i}{/cps}	game/script.rpy	610	pr "[what]"
J3_8d172db5		{cps=30}You hand him the letter and he takes it curiously.{/cps}	game/script.rpy	614	"[what]"
J3_d3a93607		{cps=30}He reads it to himself, growing redder by each line.{/cps}	game/script.rpy	615	"[what]"
J3_40edc7c4		{cps=30}When he gets to the end, and sees that is addressed to his daughter, he scowls.{/cps}	game/script.rpy	616	"[what]"
J3_78c01804	pr	{cps=30}{size=+5}Who!{/size}{/cps}	game/script.rpy	617	pr "[what]"
J3_59c814c6	pr	{cps=30}Who wrote this… sappy, deceptive piece of paper!{/cps}	game/script.rpy	618	pr "[what]"
J3_5fcc5bb4		{cps=30}You ask him in what way is it deceptive.{/cps}	game/script.rpy	619	"[what]"
J3_99d1623b	pr	{cps=30}All love letters are deceptive, no matter how beautifully worded.{/cps}	game/script.rpy	620	pr "[what]"
J3_37dda880	pr	{cps=30}You think young men write these out of true love?{/cps}	game/script.rpy	621	pr "[what]"
J3_b9a9e06f	pr	{cps=30}A common misconception.{/cps}	game/script.rpy	622	pr "[what]"
J3_e75fc33e	pr	{cps=30}They write these to trick young women into dating them, at which point they mistreat, harm, and use her.{/cps}	game/script.rpy	623	pr "[what]"
J3_f009b6a2	pr	{cps=30}Young men are only concerned with feeding their own desires…{/cps}	game/script.rpy	624	pr "[what]"
J3_720c2efe		{cps=30}There is venom in his voice, but not the venom of guilt for past actions...{/cps}	game/script.rpy	625	"[what]"
J3_9e7915c4		{cps=30}It is a hatred stemming from being hurt in the past, his fear for his daughter’s safety feels like it stems from an old violation of his safety.{/cps}	game/script.rpy	626	"[what]"
J3_b7b1235b	pr	{cps=30}Thank you for bringing this to me.{/cps}	game/script.rpy	627	pr "[what]"
J3_1a596c9e	pr	{cps=30}Who wrote this?{/cps}	game/script.rpy	628	pr "[what]"
K1_c7303bda	pr	{cps=30}The gondolier?{/cps}	game/script.rpy	648	pr "[what]"
K1_25f60b3c	pr	{cps=30}I should have known… {/cps}	game/script.rpy	649	pr "[what]"
K1_639c521f	pr	{cps=30}That boy is in serious trouble!{/cps}	game/script.rpy	650	pr "[what]"
K1_bce34b0b		{cps=30}Pray storms out, the two people he was talking to look at each other in concern.{/cps}	game/script.rpy	651	"[what]"
K1_306b93fe		{cps=30}You realize that they look like a couple who were talking to Pray about wedding plans, and now that he has stormed out they are talking to themselves about rescheduling.{/cps}	game/script.rpy	652	"[what]"
K1_16e36c45		{cps=30}You follow Pray outside.{/cps}	game/script.rpy	653	"[what]"
K2_e5ec726b	pr	{cps=30}The performer ?{/cps}	game/script.rpy	657	pr "[what]"
K2_4a36e297	pr	{cps=30}Thats… unexpected{/cps}	game/script.rpy	658	pr "[what]"
K2_0e56ad24	pr	{cps=30}I suppose stranger things have happened.{/cps}	game/script.rpy	659	pr "[what]"
K2_bce34b0b		{cps=30}Pray storms out, the two people he was talking to look at each other in concern.{/cps}	game/script.rpy	660	"[what]"
K2_28cc0279		{cps=30}You realize that they look like two preists who were talking to him about lent plans, and now that he has stormed out they both roll their eyes and look at eachother.{/cps}	game/script.rpy	661	"[what]"
K2_16e36c45		{cps=30}You follow Pray outside.{/cps}	game/script.rpy	662	"[what]"
K3_61ca9d97		{cps=15}BROKEN, SLIP UP, OFF SCRIPT{/cps}	game/script.rpy	666	"[what]"
